loss,predicted,real
0.04617924988269806,0.7899674773216248,0.7886538732548523
0.01267150603234768,0.9153710007667542,0.9306912006825632
0.006781996227800846,1.0126025676727295,1.0347086548385902
0.005024328827857971,1.075634241104126,1.100483243423028
0.0009987106313928962,1.103593349456787,1.1311677354500325
0.005663096439093351,1.1059012413024902,1.1319225368057197
0.003580721328034997,1.0866793394088745,1.1085060284534578
0.0035080057568848133,1.0486476421356201,1.066482604132323
0.0009753410122357309,0.9949086308479309,1.0108960084850147
0.00029008183628320694,0.9321072697639465,0.9461510713609083
0.00030462644645012915,0.866915762424469,0.8759976155828538
3.821067730314098e-05,0.8014035224914551,0.8035613946827986
0.00011111188359791413,0.7345421314239502,0.7312926088452241
0.0003666638513095677,0.6675885915756226,0.6609381047390888
0.0004966816632077098,0.6039584875106812,0.5937134784240928
0.0003531718684826046,0.5428803563117981,0.5306628288025393
1.2739512385451235e-05,0.4888898730278015,0.47793110164897856
0.00016521255020052195,0.48146501183509827,0.47888274032214917
9.375843364978209e-05,0.5419265031814575,0.5510987229711011
6.51804248263943e-06,0.6741378903388977,0.6862146779185466
1.6384291257054429e-07,0.845575749874115,0.8600992375871778
8.8993321696762e-05,0.9540203213691711,0.9801814887797268
0.0005227018264122307,0.8956707119941711,0.9294643367680149
0.0009308460867032409,0.7739448547363281,0.8102265459730641
0.0010085825342684984,0.6557543277740479,0.692568555056742
0.0007161126122809947,0.5691446661949158,0.5979931022220935
0.00029923877445980906,0.513185441493988,0.5384205912937924
0.00018194690346717834,0.5067524313926697,0.5326598396932312
7.934668974485248e-05,0.594050407409668,0.6086500850778951
3.094719795626588e-05,0.7575651407241821,0.7633253216049481
3.0367024010047317e-05,0.9090605974197388,0.9314596785235814
5.0653008656809106e-05,1.0256593227386475,1.0604401201583757
4.271860598237254e-05,1.1074868440628052,1.1398262428228523
2.66591741819866e-05,1.1438074111938477,1.17608317552018
4.277550397091545e-05,1.1455729007720947,1.1783319798626968
0.00012862584844697267,1.1246650218963623,1.1549283516159923
0.0003501428000163287,1.0890679359436035,1.115114798358854
0.000841956993099302,1.0603086948394775,1.08364459875833
0.0022842821199446917,1.0605552196502686,1.0873503219080796
0.00217374786734581,1.112349033355713,1.144054019939678
4.804953277925961e-06,1.196502923965454,1.2378746769737798
0.0023118839599192142,1.1907875537872314,1.2212763035212415
0.0012607825919985771,1.2230305671691895,1.2702197013091368
0.0009859128622338176,1.288081169128418,1.333090762858169
0.002393274800851941,1.296497106552124,1.343128266539255
0.0023970904294401407,1.270552158355713,1.3136769851935173
0.0011563228908926249,1.2250158786773682,1.266306710337784
0.001755433389917016,1.1859948635101318,1.2261067654910072
8.740804332774132e-05,1.1868724822998047,1.2243134582845683
3.7981842524459353e-06,1.248506784439087,1.282435613877132
0.00021646503591910005,1.2674649953842163,1.3173524583173153
0.0016130410367622972,1.137974739074707,1.1633256498883908
0.0007110207225196064,0.9373825192451477,0.9701480359478732
3.807373650488444e-05,0.7631857991218567,0.800205667015263
8.200631214094756e-07,0.6261328458786011,0.6635225315725388
7.972516323206946e-05,0.5305867791175842,0.5629760315680362
0.0005022737896069884,0.47439396381378174,0.5053933327583171
0.000563445792067796,0.4570046663284302,0.48694353039546323
0.0003243715618737042,0.4410392642021179,0.4684207994989531
0.0007546856650151312,0.38292670249938965,0.41202365062940416
1.166133279184578e-05,0.31931784749031067,0.340026053257953
9.595273149898276e-05,0.2659669518470764,0.285037345179617
0.0005160972359590232,0.2066665142774582,0.2347953453269776
0.00012976810103282332,0.16971343755722046,0.19083540583006858
0.000210556696401909,0.14210008084774017,0.15531025746170712
0.0005083460127934813,0.12027367949485779,0.12809028984313872
0.0004237005196046084,0.10788112878799438,0.10959660602956146
0.0003863888850901276,0.1041983962059021,0.0998712414115032
0.0004780213348567486,0.09681159257888794,0.09238987939058088
0.0005408666911534965,0.07785260677337646,0.07967359149252701
0.0005605265614576638,0.06561964750289917,0.06740404978413582
0.000550252792891115,0.09212160110473633,0.08259897094528607
0.000463362637674436,0.33106115460395813,0.3117576471866724
0.00011718015593942255,0.5621591210365295,0.5637985287185978
0.0006563285714946687,0.7121496796607971,0.7162830011435681
0.0005355705507099628,0.7949422597885132,0.7982095465585
0.00040127578540705144,0.8358438014984131,0.840724034904304
0.0005245403735898435,0.8606380224227905,0.8673561786021806
0.0010838089510798454,0.8730828166007996,0.8812530418062413
0.0006531745311804116,0.8621548414230347,0.8698118743957148
0.00038664904423058033,0.8249711990356445,0.8318599203176513
0.00067118089646101,0.7794065475463867,0.7795028743083808
0.0002707099774852395,0.7275186777114868,0.717520437577054
0.0007891184068284929,0.6621310114860535,0.650350512393662
0.0007026347448118031,0.5935044884681702,0.5824045128996124
0.0003654937900137156,0.5345977544784546,0.5171597262569454
0.0006312609766609967,0.4746212065219879,0.45756642341738085
0.00018042091687675565,0.41116511821746826,0.40600163529850597
0.0006727445288561285,0.364856094121933,0.3617572599950371
0.0001006553357001394,0.3285309374332428,0.32127524459304047
0.0002827424614224583,0.291927307844162,0.28398181558808666
0.00077205611160025,0.2602486312389374,0.2602250408485838
0.0002528124023228884,0.3269171118736267,0.33288309145702316
4.27507529821014e-06,0.4872100353240967,0.4918184132798787
0.00033327314304187894,0.6702792644500732,0.6792638871799372
4.084741249243962e-06,0.8499832153320312,0.8572645337735334
0.00014676604769192636,0.984602689743042,1.007918432416433
0.0008927530725486577,1.0977535247802734,1.1284161256739118
0.000724004115909338,1.1840851306915283,1.2223873881588156
0.00027634858270175755,1.2564194202423096,1.299699344060941
0.00031919023604132235,1.3139746189117432,1.360822085360331
0.0009572649141773582,1.3445513248443604,1.3969776843668962
0.0007450166740454733,1.3465943336486816,1.4038628626238014
0.0004163613775745034,1.3254364728927612,1.3831178598502847
0.0009092630934901536,1.285571575164795,1.3394422476856012
0.00029050023294985294,1.2315137386322021,1.2784162401256043
0.0006743285339325666,1.1664354801177979,1.20575941998958
0.0011675829300656915,1.094980001449585,1.1270081755199732
0.0005035168724134564,1.0200979709625244,1.046309442784743
0.000497508211992681,0.9443086385726929,0.9655576518941162
0.0005835859919898212,0.8684280514717102,0.8860388477341375
0.0005236506694927812,0.7966570854187012,0.8129210945236269
0.00030745641561225057,0.7698583602905273,0.7834901118662799
0.00048603792674839497,0.8097134232521057,0.8235188971704399
0.0006007121410220861,0.9085490703582764,0.9302634076831005
0.0002642140898387879,1.0300226211547852,1.0669374158675475
0.0004384488856885582,1.011749505996704,1.0408481440830064
0.0004946884582750499,0.8488762378692627,0.8787397031230999
0.000133836772874929,0.6824237108230591,0.7158141356992032
0.00012989985407330096,0.5447725057601929,0.5772524954006175
0.000864843197632581,0.4281148910522461,0.46391911213925563
0.00013711125939153135,0.34535497426986694,0.3724929233261898
0.0008344021625816822,0.2837322950363159,0.29924336981657135
7.649092003703117e-05,0.22824792563915253,0.24100234009256033
0.0007767468341626227,0.19347542524337769,0.19556946947399273
